order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,price,freight_value,customer_city,customer_state,review_score
delivered,2018-07-27 21:43:27,2018-07-28 21:44:11,2018-07-30 14:55:00,40.0,17.21,rio de janeiro,RJ,5.0
delivered,2018-08-03 20:20:47,2018-08-03 20:30:31,2018-08-07 14:21:00,49.0,13.68,jacarezinho,PR,5.0
delivered,2018-03-12 16:55:53,2018-03-13 03:50:32,2018-03-13 20:03:53,29.9,16.32,florianopolis,SC,3.0
delivered,2018-05-08 08:20:39,2018-05-10 03:36:40,2018-05-10 12:18:00,179.0,17.96,belo horizonte,MG,5.0
delivered,2018-07-27 22:23:49,2018-07-27 22:44:10,2018-07-30 18:16:00,29.99,22.93,sao luis,MA,5.0
delivered,2018-07-26 12:14:51,2018-07-26 12:25:18,2018-07-26 15:24:00,139.99,18.78,rio de janeiro,RJ,5.0
delivered,2017-10-01 05:09:25,2017-10-01 05:24:32,2017-10-02 17:32:20,29.0,16.79,rondonopolis,MT,5.0
delivered,2018-03-31 10:41:36,2018-03-31 10:50:12,2018-04-02 20:18:28,89.99,18.21,vitoria,ES,4.0
delivered,2017-12-09 20:44:18,2017-12-12 03:38:28,2017-12-13 18:35:27,49.99,16.92,sao goncalo,RJ,4.0
delivered,2017-09-01 18:28:26,2017-09-01 22:25:38,2017-09-05 15:03:37,50.9,17.64,fortaleza,CE,5.0
delivered,2017-09-26 15:34:11,2017-09-26 15:49:29,2017-09-27 20:38:06,388.0,25.59,campos de julio,MT,1.0
delivered,2018-07-11 18:50:41,2018-07-11 19:05:59,2018-07-12 12:20:00,60.0,42.7,juazeiro do norte,CE,5.0
delivered,2017-02-02 11:15:31,2017-02-02 13:30:18,2017-02-03 12:01:00,343.4,26.89,manaus,AM,4.0
delivered,2017-11-24 08:41:30,2017-11-24 09:19:33,2017-11-25 13:02:43,49.0,17.67,cachoeiras de macacu,RJ,1.0
delivered,2018-01-26 20:29:27,2018-01-26 20:37:25,2018-01-30 19:53:47,54.9,14.13,sao paulo,SP,4.0
delivered,2017-11-27 16:08:04,2017-11-28 03:43:08,2017-11-28 23:06:03,69.9,8.27,sao paulo,SP,4.0
delivered,2018-04-11 10:47:52,2018-04-11 11:10:56,2018-04-14 00:08:34,2070.0,40.57,muriae,MG,5.0
delivered,2017-11-28 07:49:45,2017-11-28 07:59:29,2017-12-15 01:38:40,169.99,59.74,rio de janeiro,RJ,1.0
delivered,2017-10-24 19:43:56,2017-10-25 02:08:45,2017-10-27 20:28:40,107.0,15.5,rio das ostras,RJ,5.0
delivered,2017-07-14 17:02:43,2017-07-14 17:15:18,2017-07-18 19:04:00,77.8,13.56,sao paulo,SP,5.0
delivered,2018-08-27 20:47:15,2018-08-27 21:04:15,2018-08-28 12:50:00,79.0,14.86,sao paulo,SP,5.0
delivered,2017-11-15 19:08:22,2017-11-15 19:26:19,2017-11-21 11:58:45,16.8,15.1,araujos,MG,4.0
delivered,2018-01-11 22:18:42,2018-01-11 22:31:31,2018-01-15 14:49:46,116.9,20.06,vitoria,ES,4.0
delivered,2018-03-09 19:44:33,2018-03-10 19:48:24,2018-03-14 01:38:34,70.0,19.32,camboriu,SC,1.0
delivered,2017-09-20 01:27:34,2017-09-20 20:35:11,2017-09-26 17:53:53,101.8,8.72,sao paulo,SP,5.0
delivered,2017-09-16 14:05:18,2017-09-16 14:15:14,2017-09-21 19:32:05,18.9,16.79,rio de janeiro,RJ,4.0
delivered,2017-06-06 23:09:17,2017-06-07 14:25:18,2017-06-08 13:03:35,59.99,14.2,betim,MG,5.0
delivered,2018-03-21 22:31:31,2018-03-21 22:48:22,2018-03-23 20:45:05,124.9,27.6,rio de janeiro,RJ,4.0
delivered,2017-09-04 18:49:57,2017-09-04 19:50:43,2017-09-05 12:18:40,139.99,16.74,guaxupe,MG,4.0
delivered,2018-07-26 22:34:04,2018-07-26 23:04:17,2018-07-27 14:24:00,39.9,18.38,itaborai,RJ,
delivered,2018-02-27 16:44:08,2018-02-27 16:56:17,2018-03-12 18:40:35,142.8,16.94,nova iguacu,RJ,1.0
delivered,2018-07-03 22:13:48,2018-07-05 16:15:23,2018-07-04 16:17:00,364.0,34.69,maceio,AL,1.0
delivered,2017-08-09 15:21:18,2017-08-10 03:24:02,2017-08-10 20:15:51,30.0,7.78,sao paulo,SP,5.0
delivered,2017-10-12 18:29:00,2017-10-12 18:36:24,2017-10-16 16:25:47,70.9,14.25,rio de janeiro,RJ,5.0
delivered,2018-03-05 10:52:53,2018-03-05 11:40:28,2018-03-08 23:51:21,41.9,11.85,itapeva,SP,5.0
delivered,2017-12-19 19:43:44,2017-12-19 20:48:28,2017-12-20 18:29:27,85.0,36.69,sao paulo,SP,5.0
delivered,2017-12-06 14:44:14,2017-12-06 14:55:21,2017-12-07 22:38:56,32.9,9.09,goiania,GO,5.0
delivered,2018-08-06 17:17:40,2018-08-06 17:30:14,2018-08-07 14:39:00,105.0,19.44,campo mourao,PR,3.0
delivered,2017-02-14 23:12:30,2017-02-14 23:25:11,2017-02-17 10:34:47,127.99,20.98,santana do jacare,MG,5.0
delivered,2017-03-22 06:54:29,2017-03-22 06:54:29,2017-03-22 10:52:14,599.0,38.81,sorocaba,SP,5.0
delivered,2017-08-13 19:33:51,2017-08-13 19:50:10,2017-08-14 16:23:53,165.9,21.07,francisco beltrao,PR,5.0
delivered,2018-08-14 07:54:20,2018-08-14 08:25:12,2018-08-14 13:11:00,189.0,37.65,diadema,SP,5.0
delivered,2017-08-14 12:44:09,2017-08-14 13:25:15,2017-08-17 23:57:32,39.9,14.1,rio de janeiro,RJ,5.0
delivered,2018-06-26 20:41:56,2018-06-26 20:55:23,2018-06-27 11:10:00,179.4,8.52,sao paulo,SP,4.0
delivered,2017-08-10 13:11:23,2017-08-11 04:24:57,2017-08-17 21:54:58,359.9,51.05,barretos,SP,5.0
delivered,2018-01-15 08:11:20,2018-01-15 08:19:29,2018-01-17 12:22:51,190.9,17.1,taubate,SP,5.0
delivered,2018-02-13 14:35:34,2018-02-13 15:07:46,2018-02-14 23:13:01,14.4,14.1,campo grande,MS,5.0
delivered,2017-10-06 10:13:09,2017-10-06 10:28:19,2017-10-11 13:25:34,45.95,15.1,pirapora,MG,4.0
delivered,2018-02-16 15:05:10,2018-02-16 15:15:26,2018-02-24 00:03:31,395.0,11.58,sao paulo,SP,1.0
delivered,2017-08-31 19:05:02,2017-09-01 02:15:39,2017-09-07 00:22:29,19.9,15.1,belo horizonte,MG,4.0
delivered,2017-11-05 19:07:02,2017-11-05 19:26:10,2017-11-06 21:06:30,19.9,16.79,rio de janeiro,RJ,2.0
delivered,2018-06-03 08:25:31,2018-06-03 08:50:07,2018-06-04 15:30:00,350.0,14.89,ribeirao preto,SP,5.0
delivered,2017-08-30 17:50:54,2017-08-30 18:07:49,2017-08-31 19:24:29,82.9,7.84,sao paulo,SP,1.0
delivered,2017-11-23 13:49:32,2017-11-25 03:33:50,2017-11-28 14:47:02,113.0,16.42,sorocaba,SP,5.0
delivered,2018-05-15 00:02:05,2018-05-15 00:11:17,2018-05-16 12:33:00,172.0,13.64,itaquaquecetuba,SP,5.0
delivered,2018-02-20 16:05:55,2018-02-22 02:40:24,2018-02-23 00:04:28,74.9,15.27,santa rosa,RS,4.0
delivered,2018-01-03 17:47:40,2018-01-03 17:59:39,2018-01-05 18:49:15,47.0,8.11,sao paulo,SP,5.0
delivered,2017-07-09 15:53:59,2017-07-09 16:05:15,2017-07-12 23:45:55,42.5,16.79,mascote,BA,4.0
delivered,2018-03-05 20:18:05,2018-03-05 20:30:47,2018-03-10 02:18:23,29.99,18.23,londrina,PR,1.0
delivered,2018-08-23 09:52:33,2018-08-23 10:05:07,2018-08-23 20:38:00,119.9,17.03,sao paulo,SP,5.0
delivered,2018-03-20 11:37:07,2018-03-20 11:55:30,2018-03-20 23:21:47,97.99,13.95,ceres,GO,5.0
delivered,2018-07-25 08:15:09,2018-07-25 08:25:14,2018-07-26 13:44:00,38.5,19.18,recife,PE,5.0
delivered,2018-01-18 22:42:13,2018-01-18 22:50:24,2018-01-20 01:27:37,149.9,14.8,sao paulo,SP,5.0
delivered,2017-12-17 22:34:50,2017-12-17 23:31:26,2017-12-18 23:19:13,35.97,15.1,avare,SP,3.0
delivered,2017-09-21 20:17:38,2017-09-21 20:30:12,2017-09-22 20:33:46,99.9,16.95,sao paulo,SP,5.0
delivered,2017-07-24 15:12:36,2017-07-25 03:35:31,2017-07-27 22:17:33,49.95,11.85,itapevi,SP,5.0
delivered,2017-12-04 19:12:17,2017-12-06 12:30:43,2017-12-05 23:47:32,159.9,21.61,itaperuna,RJ,1.0
delivered,2018-08-19 13:41:46,2018-08-21 06:10:11,2018-08-21 15:01:00,59.99,7.68,guarulhos,SP,4.0
delivered,2018-05-21 22:44:31,2018-05-22 01:53:35,2018-05-22 14:18:00,45.99,7.39,sao paulo,SP,5.0
delivered,2018-04-15 11:55:52,2018-04-15 12:10:51,2018-04-18 22:42:36,21.99,18.23,goiania,GO,3.0
delivered,2018-06-18 16:17:47,2018-06-18 17:01:27,2018-06-20 14:24:00,110.32,13.43,sao carlos,SP,5.0
delivered,2018-03-07 22:25:17,2018-03-07 22:35:35,2018-03-12 19:02:14,52.0,17.94,mage,RJ,1.0
delivered,2017-07-28 23:56:31,2017-08-02 08:34:22,2017-08-04 19:42:55,220.0,16.29,campinorte,GO,4.0
delivered,2017-09-03 23:01:01,2017-09-03 23:15:10,2017-09-06 16:13:01,189.9,18.04,limeira,SP,4.0
delivered,2018-08-13 20:46:51,2018-08-13 21:04:15,2018-08-15 05:41:00,114.9,23.6,brasilia,DF,5.0
delivered,2018-05-10 14:27:42,2018-05-10 14:56:46,2018-05-10 19:56:00,149.99,22.76,cacador,SC,4.0
delivered,2018-08-04 09:09:37,2018-08-04 09:45:18,2018-08-06 14:28:00,79.9,13.22,sao jose do rio preto,SP,5.0
delivered,2017-08-18 15:44:29,2017-08-18 16:10:18,2017-08-21 18:30:10,18.99,15.1,pato branco,PR,5.0
invoiced,2018-08-06 15:03:43,2018-08-06 15:15:26,,57.9,7.67,sao paulo,SP,1.0
delivered,2018-02-05 09:58:29,2018-02-05 10:10:22,2018-02-05 23:18:28,69.9,25.77,vitoria,ES,5.0
delivered,2018-01-20 00:41:51,2018-01-23 03:52:41,2018-02-09 19:51:45,459.98,107.12,juiz de fora,MG,
delivered,2018-02-15 01:32:07,2018-02-15 01:47:27,2018-02-20 18:23:23,49.9,13.37,franca,SP,5.0
delivered,2017-08-05 19:41:47,2017-08-05 19:55:11,2017-08-07 20:44:54,54.0,47.82,nova olinda do maranhao,MA,5.0
delivered,2018-02-03 00:18:09,2018-02-03 00:32:52,2018-02-06 00:42:45,25.9,16.79,dourados,MS,3.0
delivered,2018-07-14 00:28:21,2018-07-14 00:45:07,2018-07-16 17:32:00,62.9,18.54,mogi-guacu,SP,5.0
delivered,2017-11-09 21:09:16,2017-11-09 21:31:40,2017-11-14 11:54:49,85.7,59.61,anchieta,ES,5.0
delivered,2017-12-12 18:19:22,2017-12-12 18:31:26,2017-12-13 16:19:04,64.0,11.85,cerqueira cesar,SP,1.0
delivered,2018-05-11 19:18:35,2018-05-12 19:16:28,2018-05-14 13:57:00,27.99,7.39,campinas,SP,5.0
delivered,2017-10-04 18:12:57,2017-10-04 18:28:22,2017-10-09 21:24:10,119.8,13.44,sao paulo,SP,5.0
delivered,2018-01-07 10:16:22,2018-01-08 10:11:22,2018-01-09 20:45:04,250.0,35.02,fernandopolis,SP,4.0
delivered,2018-02-05 22:54:03,2018-02-05 23:10:36,2018-02-06 23:53:06,159.8,16.32,pires do rio,GO,3.0
delivered,2017-11-22 21:20:07,2017-11-22 21:29:44,2017-11-25 01:12:39,129.99,17.48,curitiba,PR,5.0
delivered,2017-01-21 08:50:04,2017-01-21 09:05:14,2017-01-23 11:06:28,99.9,17.44,volta redonda,RJ,4.0
delivered,2018-08-22 18:57:21,2018-08-22 19:05:19,2018-08-23 14:53:00,179.9,20.45,araraquara,SP,4.0
delivered,2017-12-16 13:38:19,2017-12-16 13:51:37,2017-12-18 17:19:17,129.9,15.66,nova ponte,MG,4.0
delivered,2017-10-27 16:42:40,2017-10-27 17:31:17,2017-10-31 13:33:36,70.74,16.26,belo horizonte,MG,5.0
delivered,2017-05-11 11:20:45,2017-05-11 11:35:15,2017-05-15 06:55:57,82.9,14.33,belo horizonte,MG,5.0
delivered,2018-07-14 12:27:30,2018-07-14 12:35:24,2018-07-17 07:02:00,56.99,19.59,rio de janeiro,RJ,5.0
delivered,2018-06-26 21:31:29,2018-06-26 21:47:11,2018-06-27 07:02:00,49.8,13.01,itobi,SP,5.0
delivered,2017-12-06 02:29:31,2017-12-06 02:50:04,2017-12-13 01:19:11,326.16,33.03,araruama,RJ,1.0
delivered,2017-09-14 21:09:30,2017-09-14 21:24:49,2017-09-15 17:37:45,165.99,26.0,rianapolis,GO,4.0
delivered,2017-11-29 22:18:57,2017-11-29 23:06:43,2017-11-30 20:28:50,49.39,15.44,paicandu,PR,5.0
delivered,2017-04-19 17:57:48,2017-04-21 05:11:10,2017-04-24 17:37:53,35.9,14.52,guarulhos,SP,5.0
delivered,2018-07-05 19:08:03,2018-07-05 19:31:09,2018-07-10 08:52:00,69.99,108.37,luis eduardo magalhaes,BA,5.0
delivered,2017-12-14 20:51:16,2017-12-16 02:35:25,2017-12-18 20:18:49,219.9,28.39,teresina,PI,5.0
delivered,2017-07-21 12:16:02,2017-07-21 12:30:19,2017-07-24 16:32:51,104.9,44.58,campina grande,PB,5.0
delivered,2018-02-25 21:13:42,2018-02-27 03:31:00,2018-02-28 17:08:19,144.41,17.45,belo horizonte,MG,5.0
delivered,2018-04-10 23:03:58,2018-04-10 23:15:21,2018-04-11 17:32:04,39.99,37.04,bezerros,PE,5.0
delivered,2018-01-02 14:00:49,2018-01-02 14:08:04,2018-01-08 11:37:16,49.95,11.85,cravinhos,SP,5.0
delivered,2018-04-25 20:30:12,2018-04-26 20:31:52,2018-04-27 13:51:00,326.16,34.38,salvador,BA,4.0
delivered,2018-06-21 22:22:28,2018-06-21 22:38:26,2018-06-22 13:26:00,95.0,7.93,sao paulo,SP,5.0
delivered,2017-11-16 00:12:22,2017-11-16 00:35:32,2017-11-20 20:52:38,129.0,21.39,sao paulo,SP,4.0
delivered,2018-04-22 07:23:36,2018-04-24 19:01:31,2018-04-24 19:57:35,89.9,18.51,goiania,GO,4.0
delivered,2018-03-31 16:43:35,2018-03-31 16:55:33,2018-04-04 22:36:45,35.0,17.06,sao paulo,SP,5.0
delivered,2017-11-30 02:49:04,2017-12-01 11:32:06,2017-12-01 17:47:56,72.99,11.73,sao paulo,SP,5.0
delivered,2018-01-03 16:19:59,2018-01-03 16:31:50,2018-01-04 16:22:11,149.9,16.68,registro,SP,5.0
delivered,2018-05-03 14:12:52,2018-05-03 14:32:36,2018-05-14 15:01:00,75.9,19.5,serra,ES,5.0
delivered,2017-11-25 12:19:35,2017-11-25 12:32:00,2017-11-28 00:18:55,45.0,11.85,avare,SP,2.0
delivered,2017-07-29 21:51:40,2017-07-29 22:05:23,2017-08-03 20:39:42,13.99,9.34,sao paulo,SP,2.0
delivered,2017-09-05 21:23:32,2017-09-06 14:55:24,2017-09-08 20:29:49,19.9,16.11,irai,RS,5.0
delivered,2017-07-15 16:01:02,2017-07-15 16:10:22,2017-07-21 22:53:43,154.99,16.52,salvador,BA,5.0
delivered,2018-05-15 16:01:56,2018-05-16 02:53:53,2018-05-18 10:25:00,180.0,13.7,garca,SP,1.0
delivered,2017-03-24 00:40:13,2017-03-28 03:55:23,2017-04-06 14:50:54,36.9,16.05,brasilia,DF,2.0
delivered,2017-09-05 18:15:24,2017-09-05 18:25:27,2017-09-06 21:41:18,77.99,16.31,rio de janeiro,RJ,3.0
delivered,2018-03-03 15:39:36,2018-03-03 15:50:31,2018-03-05 22:28:29,25.0,17.0,sao paulo,SP,5.0
delivered,2018-01-07 12:39:20,2018-01-07 12:47:41,2018-01-08 16:30:08,18.99,14.1,porto alegre,RS,5.0
delivered,2018-04-29 13:46:06,2018-04-29 13:55:15,2018-05-03 12:10:00,52.98,12.81,itapura,SP,4.0
delivered,2017-12-22 15:43:22,2017-12-22 16:31:23,2017-12-26 18:09:33,76.8,19.84,serra,ES,5.0
delivered,2017-06-27 11:36:25,2017-06-28 02:10:21,2017-06-28 14:11:13,49.9,17.63,recife,PE,5.0
delivered,2018-02-07 14:35:29,2018-02-07 14:55:40,2018-02-09 16:09:06,27.99,12.48,juiz de fora,MG,5.0
delivered,2017-09-13 15:10:21,2017-09-14 22:25:39,2017-09-19 20:19:44,199.9,36.91,sao paulo,SP,5.0
delivered,2018-07-18 11:11:34,2018-07-18 11:30:17,2018-07-18 13:37:00,129.0,19.0,itapetininga,SP,5.0
delivered,2018-04-02 23:32:37,2018-04-02 23:48:04,2018-04-05 23:33:35,150.0,13.95,sao paulo,SP,5.0
delivered,2017-10-17 17:06:34,2017-10-17 17:28:17,2017-10-18 19:13:35,99.9,29.1,belem,PA,5.0
delivered,2017-11-04 17:29:15,2017-11-07 16:31:17,2017-11-21 14:22:28,1559.92,59.91,rio de janeiro,RJ,4.0
delivered,2018-05-20 10:48:46,2018-05-20 11:11:01,2018-05-24 13:43:00,78.0,26.63,timbo,SC,5.0
delivered,2018-04-24 09:16:29,2018-04-24 17:52:57,2018-04-27 15:00:00,47.06,8.82,guarulhos,SP,5.0
delivered,2018-08-04 22:05:53,2018-08-04 22:24:13,2018-08-06 14:07:00,129.0,16.0,sao paulo,SP,5.0
delivered,2017-12-01 09:10:30,2017-12-01 11:31:42,2017-12-01 22:47:56,45.99,15.1,andrelandia,MG,5.0
delivered,2017-02-05 18:08:39,2017-02-05 18:15:15,2017-02-07 09:13:32,59.9,14.59,belo horizonte,MG,5.0
delivered,2017-09-06 12:16:44,2017-09-07 10:34:16,2017-09-08 16:07:44,164.9,17.0,barra do garcas,MT,1.0
delivered,2018-06-23 07:09:20,2018-06-24 07:16:12,2018-06-25 15:18:00,180.9,19.07,rio de janeiro,RJ,5.0
delivered,2018-04-06 09:43:41,2018-04-06 09:55:10,2018-04-07 01:04:22,76.99,8.89,guarulhos,SP,5.0
delivered,2018-02-22 12:05:03,2018-02-22 12:29:27,2018-02-27 12:56:37,116.0,16.66,goiania,GO,
delivered,2017-08-01 22:24:02,2017-08-01 22:45:06,2017-08-03 16:13:43,109.99,21.18,machacalis,MG,
delivered,2017-12-03 15:58:51,2017-12-03 16:13:54,2017-12-05 19:03:49,229.0,16.35,curvelo,MG,1.0
delivered,2017-12-11 17:29:15,2017-12-11 17:38:27,2017-12-15 19:18:08,125.0,13.89,sorocaba,SP,4.0
delivered,2018-06-26 11:31:55,2018-06-26 11:56:50,2018-06-27 07:56:00,192.9,20.54,belo horizonte,MG,5.0
delivered,2018-03-01 00:09:51,2018-03-01 00:29:05,2018-03-06 23:06:34,29.0,12.69,taboao da serra,SP,4.0
delivered,2017-02-26 01:05:37,2017-02-27 01:15:06,2017-03-02 17:39:35,99.0,29.26,sao luis,MA,5.0
canceled,2017-11-13 11:41:46,2017-11-13 11:50:41,,47.9,16.11,rio de janeiro,RJ,1.0
delivered,2018-07-21 22:32:34,2018-07-21 22:45:13,2018-07-25 12:53:00,54.9,13.96,santos,SP,5.0
delivered,2017-06-18 19:15:35,2017-06-20 10:50:09,2017-06-22 15:28:29,57.9,8.72,sao paulo,SP,5.0
delivered,2017-04-11 20:05:18,2017-04-11 20:22:38,2017-04-12 12:57:29,99.9,11.31,sao paulo,SP,5.0
delivered,2018-02-04 17:11:24,2018-02-04 17:49:02,2018-02-05 20:07:17,255.0,27.07,bonito,PA,5.0
delivered,2018-03-09 02:40:19,2018-03-09 02:50:33,2018-03-10 17:21:50,159.0,13.55,sao paulo,SP,5.0
delivered,2017-11-17 19:57:14,2017-11-17 20:55:54,2017-11-20 20:12:47,40.9,13.37,votuporanga,SP,4.0
delivered,2017-12-10 22:51:16,2017-12-10 23:08:50,2017-12-11 19:37:53,18.9,15.1,porto alegre,RS,5.0
delivered,2017-06-22 22:39:15,2017-06-23 02:25:55,2017-06-23 11:31:59,45.0,12.69,sao paulo,SP,1.0
delivered,2017-07-31 21:58:08,2017-08-01 00:15:18,2017-08-03 19:17:35,44.9,7.78,sao jose dos campos,SP,5.0
delivered,2018-01-02 14:54:52,2018-01-03 04:37:40,2018-01-04 20:27:11,68.99,14.23,curitiba,PR,5.0
delivered,2018-03-15 08:51:49,2018-03-15 09:09:30,2018-03-20 00:41:57,180.0,8.29,volta redonda,RJ,5.0
delivered,2017-12-04 16:55:45,2017-12-04 18:30:43,2017-12-06 20:43:02,166.99,34.83,teresina,PI,5.0
delivered,2018-03-01 21:18:52,2018-03-03 02:51:17,2018-03-05 19:56:34,87.99,21.11,itapevi,SP,5.0
delivered,2017-05-31 20:57:49,2017-06-02 20:05:12,2017-06-08 14:03:15,243.0,35.06,planalto,PR,1.0
delivered,2017-03-30 19:41:40,2017-04-04 05:50:29,2017-04-06 14:22:05,13.99,16.05,cachoeirinha,RS,4.0
delivered,2018-08-12 16:01:35,2018-08-12 16:15:11,2018-08-13 08:17:00,158.0,13.77,bauru,SP,5.0
delivered,2018-03-20 21:35:54,2018-03-20 21:48:47,2018-03-21 18:42:18,339.8,27.27,belo horizonte,MG,5.0
delivered,2018-02-11 19:10:14,2018-02-11 19:28:07,2018-02-21 10:18:45,74.9,15.27,biguacu,SC,4.0
delivered,2017-09-14 19:52:36,2017-09-14 20:06:07,2017-09-20 19:44:00,8.9,15.1,canoinhas,SC,3.0
delivered,2017-11-09 22:44:06,2017-11-09 22:55:53,2017-11-16 21:25:37,13.65,11.85,ribeirao preto,SP,5.0
delivered,2018-05-05 00:14:20,2018-05-05 00:30:16,2018-05-14 11:02:00,119.99,20.89,recife,PE,3.0
delivered,2017-08-10 12:51:21,2017-08-11 04:15:35,2017-08-15 20:48:45,59.9,19.66,cuiaba,MT,5.0
delivered,2018-06-14 15:23:38,2018-06-14 15:38:52,2018-06-14 15:41:00,34.9,7.82,vespasiano,MG,4.0
canceled,2018-08-20 14:17:09,,,,,sao paulo,SP,1.0
delivered,2018-01-17 19:03:21,2018-01-17 19:10:39,2018-01-18 17:42:16,7.0,14.1,itaquaquecetuba,SP,5.0
delivered,2018-02-11 00:10:30,2018-02-11 01:15:31,2018-02-14 19:27:09,339.0,18.04,cariacica,ES,5.0
delivered,2018-05-05 16:35:57,2018-05-05 16:53:39,2018-05-07 11:37:00,7.9,7.87,guarulhos,SP,5.0
delivered,2018-02-25 18:54:15,2018-02-27 04:31:05,2018-02-28 16:37:16,53.9,13.4,miguelopolis,SP,5.0
delivered,2018-01-07 22:59:13,2018-01-07 23:09:22,2018-01-09 18:16:04,18.9,16.79,rio de janeiro,RJ,5.0
delivered,2018-05-16 01:55:34,2018-05-16 02:44:02,2018-05-18 19:00:00,99.49,13.97,lins,SP,3.0
delivered,2018-08-13 15:34:27,2018-08-15 03:23:59,2018-08-15 15:32:00,49.91,20.99,sao paulo,SP,5.0
delivered,2017-07-06 14:51:37,2017-07-08 03:25:29,2017-07-13 16:03:58,2999.89,41.84,rio de janeiro,RJ,5.0
delivered,2017-03-05 14:10:40,2017-03-07 03:45:19,2017-03-07 09:57:27,64.9,14.62,santa barbara d'oeste,SP,5.0
delivered,2018-07-31 11:04:43,2018-07-31 11:15:12,2018-07-31 13:55:00,119.0,21.47,guarulhos,SP,4.0
delivered,2018-08-12 23:58:09,2018-08-13 00:15:10,2018-08-15 06:41:00,16.1,18.23,apucarana,PR,3.0
delivered,2018-04-13 13:45:45,2018-04-13 13:55:14,2018-04-17 22:08:49,168.8,16.06,contagem,MG,5.0
delivered,2018-03-04 23:57:11,2018-03-05 00:15:34,2018-03-07 21:17:28,1099.0,74.56,sao paulo,SP,1.0
delivered,2017-12-04 16:05:05,2017-12-04 17:41:08,2017-12-06 22:34:14,50.9,16.12,nova iguacu,RJ,5.0
delivered,2018-05-07 14:28:20,2018-05-07 16:33:35,2018-05-08 07:01:00,278.8,27.119999999999997,nova serrana,MG,4.0
delivered,2017-11-20 12:48:31,2017-11-21 03:56:29,2017-11-22 23:48:53,56.99,15.15,jatai,GO,5.0
delivered,2018-04-12 08:15:45,2018-04-13 12:50:18,2018-04-17 20:42:31,299.9,12.72,sao paulo,SP,1.0
delivered,2017-06-02 19:56:30,2017-06-03 20:03:07,2017-06-09 12:19:46,32.99,7.78,atibaia,SP,5.0
delivered,2018-06-19 13:12:59,2018-06-19 13:57:20,2018-06-20 13:03:00,56.0,7.65,sao paulo,SP,5.0
delivered,2018-07-31 20:19:04,2018-07-31 21:00:09,2018-08-01 11:43:00,1295.0,77.22,volta redonda,RJ,5.0
delivered,2018-03-21 09:56:34,2018-03-21 10:10:33,2018-03-21 21:08:44,18.99,18.23,mambore,PR,4.0
delivered,2018-01-04 15:39:07,2018-01-04 15:48:23,2018-01-08 18:37:43,129.0,18.15,vargem alta,ES,5.0
delivered,2017-12-06 18:42:31,2017-12-07 03:14:21,2017-12-08 23:51:57,13.65,15.1,jeceaba,MG,1.0
delivered,2017-02-13 21:14:23,2017-02-13 21:25:13,2017-02-14 09:16:46,69.9,16.74,rio de janeiro,RJ,4.0
delivered,2017-08-17 20:53:01,2017-08-17 21:50:19,2017-08-21 20:39:55,79.0,12.26,brasilia,DF,5.0
delivered,2018-08-16 15:13:00,2018-08-16 15:30:14,2018-08-16 15:52:00,128.0,19.07,santos,SP,5.0
delivered,2017-03-23 17:36:38,2017-03-24 17:45:13,2017-04-28 05:37:51,194.70000000000002,11.06,santo andre,SP,5.0
delivered,2018-08-17 13:59:11,2018-08-17 14:46:52,2018-08-17 14:42:00,49.97,15.45,sao paulo,SP,5.0
delivered,2018-03-26 00:20:08,2018-03-26 00:35:20,2018-03-26 21:47:55,79.0,15.43,goiania,GO,5.0
delivered,2017-11-14 20:08:30,2017-11-17 03:35:38,2017-11-17 18:09:09,67.8,11.97,osasco,SP,4.0
delivered,2018-06-11 14:57:36,2018-06-11 15:19:47,2018-06-12 13:08:00,120.0,59.92,bertioga,SP,5.0
delivered,2018-03-09 20:45:07,2018-03-09 21:20:31,2018-03-12 23:08:34,69.9,26.57,barao de cocais,MG,4.0
delivered,2017-08-14 10:59:43,2017-08-15 08:25:13,2017-08-17 20:04:28,19.9,15.1,rio de janeiro,RJ,5.0
delivered,2018-08-14 15:45:12,2018-08-14 15:55:30,2018-08-21 14:39:00,69.9,26.79,paracambi,RJ,5.0
delivered,2018-07-18 13:00:37,2018-07-18 13:10:21,2018-07-24 12:54:00,499.9,21.6,itapetininga,SP,1.0
delivered,2018-08-19 17:55:31,2018-08-20 17:55:09,2018-08-27 13:25:00,99.0,30.49,sao paulo,SP,4.0
delivered,2018-05-19 19:57:22,2018-05-20 00:41:42,2018-05-23 12:24:00,99.0,6.57,itatiba,SP,1.0
delivered,2018-01-07 02:39:53,2018-01-08 16:52:29,2018-01-10 17:36:03,52.64,11.87,jacarei,SP,5.0
delivered,2017-05-11 15:40:17,2017-05-11 15:50:17,2017-05-18 11:00:05,59.9,9.74,curitiba,PR,5.0
delivered,2017-08-23 21:58:28,2017-08-24 22:07:37,2017-08-25 18:20:01,749.99,39.05,goiania,GO,2.0
delivered,2017-10-21 21:33:43,2017-10-21 21:49:23,2017-10-23 17:22:55,49.0,7.78,santo andre,SP,4.0
unavailable,2018-01-01 23:50:58,2018-01-02 00:07:21,,,,rio claro,SP,5.0
delivered,2018-07-08 19:40:11,2018-07-08 19:50:14,2018-07-10 14:54:00,10.0,18.23,canoas,RS,5.0
invoiced,2017-08-31 12:55:33,2017-08-31 13:05:40,,259.9,43.96,osasco,SP,1.0
